corpus,drama,begin,end,Speaker.figure_surface,Speaker.figure_id,Token.surface,Token.pos,Token.lemma,length,Mentioned.figure_surface,Mentioned.figure_id
qd,t907.0,555,648,_Stage,_Stage,Herr,NN,herr,26876,,(0
qd,t907.0,555,648,_Stage,_Stage,Gotthart,NE,gotthart,26876,,0)
qd,t907.0,555,648,_Stage,_Stage,.,$.,--,26876,,
qd,t907.0,555,648,_Stage,_Stage,Herr,NN,herr,26876,,
qd,t907.0,555,648,_Stage,_Stage,Dr,NE,dr,26876,,(1
qd,t907.0,555,648,_Stage,_Stage,.,$.,--,26876,,
qd,t907.0,555,648,_Stage,_Stage,Muskat,NE,muskat,26876,,1)
qd,t907.0,555,648,_Stage,_Stage,.,$.,--,26876,,
qd,t907.0,555,648,_Stage,_Stage,Herr,NN,herr,26876,,
qd,t907.0,555,648,_Stage,_Stage,Dr,NE,dr,26876,,(2
qd,t907.0,555,648,_Stage,_Stage,.,$.,--,26876,,
qd,t907.0,555,648,_Stage,_Stage,Krebsstein,NE,krebsstein,26876,,2)
qd,t907.0,555,648,_Stage,_Stage,.,$.,--,26876,,
qd,t907.0,555,648,_Stage,_Stage,Sie,PPER,sie,26876,,
qd,t907.0,555,648,_Stage,_Stage,kommen,VVFIN,kommen,26876,,
qd,t907.0,555,648,_Stage,_Stage,mit,APPR,mit,26876,,
qd,t907.0,555,648,_Stage,_Stage,vielen,PIDAT,vieler,26876,,
qd,t907.0,555,648,_Stage,_Stage,Reverenzen,NN,reverenz,26876,,
qd,t907.0,555,648,_Stage,_Stage,herein,PTKVZ,herein,26876,,
qd,t907.0,555,648,_Stage,_Stage,.,$.,--,26876,,
qd,t907.0,914,936,Malum,NE,malum,26876,,
qd,t907.0,914,936,hypochondriacum,VVFIN,hypochondriacum,26876,,
qd,t907.0,914,936,?,$.,--,26876,,
qd,t907.0,949,970,Malum,NE,malum,26876,,
qd,t907.0,949,970,hypochondriacum,ADV,hypochondriacum,26876,,
qd,t907.0,1073,1081,Criteria,NN,criteria,26876,,
qd,t907.0,1086,1106,Mali,NE,mali,26876,,
qd,t907.0,1086,1106,hypochondriaci,NE,hypochondriaci,26876,,
qd,t907.0,1086,1106,",","$,",--,26876,,
qd,t907.0,1134,1142,Criteria,NN,criteria,26876,,
qd,t907.0,1147,1167,Mali,NE,mali,26876,,
qd,t907.0,1147,1167,hypochondriaci,NE,hypochondriaci,26876,,
qd,t907.0,1147,1167,:,$.,--,26876,,
qd,t907.0,1357,1374,Passio,NN,passio,26876,,
qd,t907.0,1357,1374,hysterica,VVFIN,hysterica,26876,,
qd,t907.0,1357,1374,;,$.,--,26876,,
qd,t907.0,1411,1419,stutzig,ADJD,stutzig,26876,,
qd,t907.0,1411,1419,.,$.,--,26876,,
qd,t907.0,1825,1971,inter,ADV,inter,26876,,
qd,t907.0,1825,1971,caussam,ADJD,caussam,26876,,
qd,t907.0,1825,1971,atque,ADJA,atque,26876,,
qd,t907.0,1825,1971,caussatum,NN,caussatum,26876,,
qd,t907.0,1825,1971,;,$.,--,26876,,
qd,t907.0,1825,1971,morbum,APPR,morbum,26876,,
qd,t907.0,1825,1971,et,FM,et,26876,,
qd,t907.0,1825,1971,symptomata,FM,symptomata,26876,,
qd,t907.0,1825,1971,.,$.,--,26876,,
qd,t907.0,1825,1971,Interim,NE,interim,26876,,
qd,t907.0,1825,1971,posita,FM,posita,26876,,
qd,t907.0,1825,1971,caussa,FM,caussa,26876,,
qd,t907.0,1825,1971,ponitur,FM,ponitur,26876,,
qd,t907.0,1825,1971,caussatum,FM,caussatum,26876,,
qd,t907.0,1825,1971,;,$.,--,26876,,
qd,t907.0,1825,1971,posito,FM,posito,26876,,
qd,t907.0,1825,1971,morbo,FM,morbo,26876,,
qd,t907.0,1825,1971,ponuntur,FM,ponuntur,26876,,
qd,t907.0,1825,1971,symptomata,FM,symptomata,26876,,
qd,t907.0,1825,1971,"!",$.,--,26876,,
qd,t907.0,1825,1971,et,FM,et,26876,,
qd,t907.0,1825,1971,sic,FM,sic,26876,,
qd,t907.0,1825,1971,vice,FM,vice,26876,,
qd,t907.0,1825,1971,versa,FM,versa,26876,,
qd,t907.0,1825,1971,.,$.,--,26876,,
qd,t907.0,2003,2032,HERR GOTTHART,herr_gotthart,knöpfet,VVFIN,knöpfen,26876,,
qd,t907.0,2003,2032,HERR GOTTHART,herr_gotthart,sich,PRF,sich,26876,,
qd,t907.0,2003,2032,HERR GOTTHART,herr_gotthart,alle,PIDAT,aller,26876,,
qd,t907.0,2003,2032,HERR GOTTHART,herr_gotthart,Taschen,NN,tasche,26876,,
qd,t907.0,2003,2032,HERR GOTTHART,herr_gotthart,zu,PTKVZ,zu,26876,,
qd,t907.0,2003,2032,HERR GOTTHART,herr_gotthart,.,$.,--,26876,,
qd,t907.0,2103,2114,Symptomata,NE,symptomata,26876,,
qd,t907.0,2103,2114,.,$.,--,26876,,
qd,t907.0,2182,2208,Morbi,NE,morbi,26876,,
qd,t907.0,2182,2208,particulares,ADJA,particular,26876,,
qd,t907.0,2182,2208,per,APPR,per,26876,,
qd,t907.0,2182,2208,se,FM,--,26876,,
qd,t907.0,2182,2208,;,$.,--,26876,,
qd,t907.0,2602,2623,Malum,NN,malum,26876,,
qd,t907.0,2602,2623,hypochondriacum,ADV,hypochondriacum,26876,,
qd,t907.0,2629,2658,Passionem,NN,passion,26876,,
qd,t907.0,2629,2658,hystericam,VVFIN,hystericam,26876,,
qd,t907.0,2629,2658,complet,VVPP,complet,26876,,
qd,t907.0,2629,2658,.,$.,--,26876,,
qd,t907.0,2793,2804,Melancholia,NE,melancholia,26876,,
qd,t907.0,2831,2841,Symptomata,NN,symptomata,26876,,
qd,t907.0,2872,2890,a,FM,--,26876,,
qd,t907.0,2872,2890,sede,FM,seder,26876,,
qd,t907.0,2872,2890,principali,FM,principali,26876,,
qd,t907.0,2872,2890,",","$,",--,26876,,
qd,t907.0,2929,2950,Malum,NN,malum,26876,,
qd,t907.0,2929,2950,hypochondriacum,ADV,hypochondriacum,26876,,
qd,t907.0,2958,3039,Residet,NE,residen,26876,,
qd,t907.0,2958,3039,enim,NE,enim,26876,,
qd,t907.0,2958,3039,sub,VVFIN,sub,26876,,
qd,t907.0,2958,3039,hypochondriis,NE,hypochondriis,26876,,
qd,t907.0,2958,3039,",","$,",--,26876,,
qd,t907.0,2958,3039,teste,ADJA,t,26876,,
qd,t907.0,2958,3039,Hippocrate,NN,hippocrate,26876,,
qd,t907.0,2958,3039,",","$,",--,26876,,
qd,t907.0,2958,3039,Galeno,NE,galeno,26876,,
qd,t907.0,2958,3039,",","$,",--,26876,,
qd,t907.0,2958,3039,Paracelso,NE,paracelso,26876,,
qd,t907.0,2958,3039,",","$,",--,26876,,
qd,t907.0,2958,3039,ac,FM,ac,26876,,
qd,t907.0,2958,3039,reliquis,FM,reliquis,26876,,
qd,t907.0,2958,3039,.,$.,--,26876,,
qd,t907.0,3135,3154,Morbi,NE,morbi,26876,,
qd,t907.0,3135,3154,particulares,ADJA,particular,26876,,
qd,t907.0,3135,3154,.,$.,--,26876,,
qd,t907.0,3190,3195,Sedes,NE,sedes,26876,,
qd,t907.0,3200,3208,Radices,NE,radices,26876,,
qd,t907.0,3200,3208,.,$.,--,26876,,
qd,t907.0,3233,3238,Sedem,NE,sedem,26876,,
qd,t907.0,3264,3332,ex,ADJD,ex,26876,,
qd,t907.0,3264,3332,obstructione,ADJA,obstruction,26876,,
qd,t907.0,3264,3332,fibrillarum,NN,fibrillarum,26876,,
qd,t907.0,3264,3332,lienis,NE,lienis,26876,,
qd,t907.0,3264,3332,",","$,",--,26876,,
qd,t907.0,3264,3332,quae,FM,quae,26876,,
qd,t907.0,3264,3332,est,FM,--,26876,,
qd,t907.0,3264,3332,ipsius,FM,ipsius,26876,,
qd,t907.0,3264,3332,materia,FM,materia,26876,,
qd,t907.0,3264,3332,peccans,FM,peccan,26876,,
qd,t907.0,3264,3332,.,$.,--,26876,,
qd,t907.0,3365,3382,sub,APPR,sub,26876,,
qd,t907.0,3365,3382,hypochondriis,NN,hypochondriis,26876,,
qd,t907.0,3396,3528,ex,PPER,ex,26876,,
qd,t907.0,3396,3528,stagnatione,FM,stagnation,26876,,
qd,t907.0,3396,3528,flatuum,FM,flatuum,26876,,
qd,t907.0,3396,3528,sub,FM,sub,26876,,
qd,t907.0,3396,3528,hypochondriis,FM,hypochondriis,26876,,
qd,t907.0,3396,3528,:,$.,--,26876,,
qd,t907.0,3396,3528,unde,ADJA,und,26876,,
qd,t907.0,3396,3528,oriuntur,ADJA,oriuntur,26876,,
